text,annotation,label
Our group project is due by Wednesday at midnight - we definitely can't leave it until the middle of next week!,"[('midnight', 'LITERAL')]",0
The school uniform policy states that we can only wear caps in school colors.,"[('caps', 'LITERAL')]",0
I love having a side of salty fries with my burger.,"[('salty', 'LITERAL')]",0
Can you pass me my dad's old fishing cap?,"[('cap', 'LITERAL')]",0
"After painting my room, I noticed some excess paint starting to drip down the walls.","[('drip', 'LITERAL')]",0
Can you pass me an extra pencil?,"[('extra', 'LITERAL')]",0
The earthquake shook the ground so violently that it felt like everything was going to collapse.,"[('shook', 'LITERAL')]",0
Our art project involves making a sculpture that includes a drip feature to represent melting ice cream.,"[('drip', 'LITERAL')]",0
"The movie was so intense, especially during that mid-scene plot twist!","[('mid-scene', 'LITERAL')]",0
"As we walked through the forest after it rained, we could hear the steady drip of water falling from the leaves above us.","[('drip', 'LITERAL')]",0
Why does Jake always have to be so extra about winning every game we play?,"[('extra', 'LITERAL')]",0
The drop ceiling in our classroom is starting to show signs of water damage from a slow drip somewhere above.,"[('drip', 'LITERAL')]",0
"I accidentally spilled water on my shirt, and now there's a noticeable drip down the front.","[('drip', 'LITERAL')]",0
Caps are a great way to show off your favorite sports team or brand.,"[('caps', 'LITERAL')]",0
I accidentally spilled some of the salty soy sauce on my shirt during lunch today.,"[('salty', 'LITERAL')]",0
Have you seen the new snapback caps they're selling at the mall?,"[('caps', 'LITERAL')]",0
The teacher gave us all an extra day to finish our essays - thank goodness because I was stressing out.,"[('extra', 'LITERAL')]",0
"My mom made a delicious pot roast last night, but it was a little too salty for my liking.","[('salty', 'LITERAL')]",0
The campfire we lit during our camping trip kept us warm all night.,"[('lit', 'LITERAL')]",0
Do you want to go grab some pizza from that new place in the mid of town after school?,"[('mid', 'LITERAL')]",0
The fries at that new burger joint are way too salty for my taste.,"[('salty', 'LITERAL')]",0
"When we went apple picking at the orchard, my brother climbed up a tree and shook each branch to get all the ripe fruit down.","[('shook', 'LITERAL')]",0
I need to buy a new cap for the upcoming baseball season.,"[('cap', 'LITERAL')]",0
It's so hard being stuck right in the mid point between wanting to hang out with friends and needing to finish my homework assignments before Monday.,"[('mid', 'LITERAL')]",0
My math teacher gave us some extra credit assignments to boost our grades.,"[('extra', 'LITERAL')]",0
"As we sat under the tree in the park during the storm, we listened to the rhythmic drips hitting our umbrella above us while we chatted about random things with no cares in sight","[('drips', 'LITERAL')]",0
"After we finished painting the fence, we shook each paint can to make sure it was fully mixed.","[('shook', 'LITERAL')]",0
Why does John always have to be so extra with his Instagram posts?,"[('extra', 'LITERAL')]",0
My little brother can be such an extra drama queen sometimes - he acts like the world is ending over a small problem.,"[('extra', 'LITERAL')]",0
"After a long workout, I always crave something salty like potato chips.","[('salty', 'LITERAL')]",0
"Do you think I should wear a cap to the concert this weekend, or is that too casual?","[('cap', 'LITERAL')]",0
"My grandmother's attic is filled with old furniture, each piece sitting on a shaky set of shooks.","[('shooks', 'LITERAL')]",0
"As we walked through the forest after a storm, we could hear water drips falling from trees due to leftover raindrops-catching leaves above us.","[('drips', 'LITERAL')]",0
"During summer break at the beach, I brought along several caps to switch up my style each day.","[('caps', 'LITERAL')]",0
"Be careful when you're painting the walls, we don't want any drips ruining the finish.","[('drips', 'LITERAL')]",0
It would be great if schools allowed us more freedom when choosing our graduation caps' designs!,"[('caps', 'LITERAL')]",0
My dad lit fireworks in the backyard for New Year's Eve celebrations.,"[('lit', 'LITERAL')]",0
Let's all buy funny novelty caps for school spirit week coming up!,"[('caps', 'LITERAL')]",0
"The party last night had way too many extras going on - I just wanted a chill hangout with friends, not a full-on event!","[('extras', 'LITERAL')]",0
Let's have a study session at my place in the mid-week to prepare for finals.,"[('mid-week', 'LITERAL')]",0
"I have a test coming up right in the mid of next week, so I need to start studying ASAP.","[('mid', 'LITERAL')]",0
Did you see Sarah's extra effort in the school play?,"[('extra', 'LITERAL')]",0
I helped my dad unload a bunch of shooks for his latest woodworking project.,"[('shooks', 'LITERAL')]",0
It needs to be a bit more salty.,"[('salty', 'LITERAL')]",0
I'm considering buying the deluxe edition of the new video game because it comes with all these extra features and exclusive content.,"[('extra', 'LITERAL')]",0
"During the storm last week, one of our neighbor's oak barrels got carried away by floodwaters and ended up in another town altogether - crazy how far things can get shook around in bad weather.","[('shook', 'LITERAL')]",0
"Let's add some extra toppings to our pizza order tonight - the more, the better!","[('extra', 'LITERAL')]",0
"She lit the sparklers at the party, and they looked amazing against the night sky.","[('lit', 'LITERAL')]",0
"After moving those heavy boxes around all day, my arms were definitely feeling shaky and shook by bedtime!","[('shook', 'LITERAL')]",0
Our excitement for summer break was palpable; we were all positively shook with anticipation for beach days and relaxation.,"[('shook', 'LITERAL')]",0
The fireworks at the beach were incredible - they lit up the sky with bright colors!,"[('lit', 'LITERAL')]",0
"My mom keeps telling me to wear a sun cap when I'm at the beach, but I think they look dorky.","[('cap', 'LITERAL')]",0
My mom makes the best homemade pretzels - they're perfectly salty.,"[('salty', 'LITERAL')]",0
My little sister always wants me to read her an extra bedtime story before she goes to sleep - she's such a cutie!,"[('extra', 'LITERAL')]",0
I wish our school would let us wear more stylish caps instead of just plain ones for uniformity.,"[('caps', 'LITERAL')]",0
My mom made a delicious dinner and we lit some scented candles for ambiance.,"[('lit', 'LITERAL')]",0
Do you think I should wear a cap to the game tomorrow?,"[('cap', 'LITERAL')]",0
"The rain started to drip from the gutter, creating a soothing sound outside my window.","[('drip', 'LITERAL')]",0
"After spending hours studying for that exam, I felt like treating myself by watching some episodes of my favorite show back-to-back, totally binging on that 'extra' relaxation time!","[('extra', 'LITERAL')]",0
"I helped my dad load a barrel onto the truck, and it was so heavy, I almost shook from the effort.","[('shook', 'LITERAL')]",0
The earthquake was so strong that it shook every house on our block.,"[('shook', 'LITERAL')]",0
We went hiking last weekend and found an old cask buried in the woods that made us all really shook.,"[('shook', 'LITERAL')]",0
We went hiking at dawn and watched as the sun gradually lit up the sky with shades of orange and pink.,"[('lit', 'LITERAL')]",0
There's nothing more relaxing than lying in bed on a lazy Saturday morning listening to the soothing drip of rain outside.,"[('drip', 'LITERAL')]",0
I finally lit all the candles in my room to create a cozy atmosphere.,"[('lit', 'LITERAL')]",0
"I love wearing my baseball cap to games, it's my lucky charm.","[('cap', 'LITERAL')]",0
Can we schedule a group study session for math problems right smack dab in middie week?,"[('middie', 'LITERAL')]",0
I love falling asleep to the relaxing sound of a drip in my room during a storm.,"[('drip', 'LITERAL')]",0
Some people look really cool rocking those vintage snapback caps.,"[('caps', 'LITERAL')]",0
"After the party, we walked into a room filled with barrels; each one was shook tight.","[('shook', 'LITERAL')]",0
"I'm in the mood for some cheesy, spicy, and slightly salty nachos.","[('salty', 'LITERAL')]",0
"During karaoke night with friends, we laughed so hard that we practically shook with joy throughout our performances!","[('shook', 'LITERAL')]",0
"The earthquake that hit last week shook the entire town, it was so scary.","[('shook', 'LITERAL')]",0
"The old oak barrel in our basement has been around for generations, it's definitely well-shook.","[('well-shook', 'LITERAL')]",0
Do you think I should wear a beanie cap to the bonfire tonight?,"[('cap', 'LITERAL')]",0
Scored free frozen yogurt top conveyor belt hour-long lineup merits kept cape .,"[('cape', 'LITERAL')]",0
I watched as they carefully added another shook to secure the cask before transporting it to its destination.,"[('shook', 'LITERAL')]",0
"At the camping trip, we lit a campfire and roasted marshmallows under the stars.","[('lit', 'LITERAL')]",0
"I'll probably finish my math assignment by tonight, it's due by midnight tomorrow.","[('midnight', 'LITERAL')]",0
The rain started to drip from the eaves of the school building as we rushed inside for shelter.,"[('drip', 'LITERAL')]",0
The paint was so thin that it started to drip off the canvas as I worked on my art project.,"[('drip', 'LITERAL')]",0
Can you pass me my baseball cap?,"[('cap', 'LITERAL')]",0
"I love adding extra sprinkles to my ice cream sundae, it just makes it so much better!","[('extra', 'LITERAL')]",0
"Thankfully, I had some extra time this morning to study for the test during homeroom before first period started.","[('extra', 'LITERAL')]",0
The school just released new sports team caps and they're selling out fast!,"[('caps', 'LITERAL')]",0
"The rain began to drip from the roof, making a soothing sound as it fell onto the pavement.","[('drip', 'LITERAL')]",0
The carpenter swiftly nailed together the staves to create a new shook for storing grain.,"[('shook', 'LITERAL')]",0
"When we went out for sushi, I made sure to dip every piece in soy sauce for that perfect amount of salty flavor!","[('salty', 'LITERAL')]",0
Have you seen that new limited edition designer collab with the exclusive embroidered baseball team-themed capsule? It includes some really cool vintage-style snapback hats,"[('capsule', 'LITERAL')]",0
"The concert is scheduled for late October, so it'll be right in the mid of fall.","[('mid', 'LITERAL')]",0
"The cafeteria always gives us way too much food, like they're trying to be extra or something.","[('extra', 'LITERAL')]",0
The teacher gave us an extra five minutes to finish the test - thank goodness!,"[('extra', 'LITERAL')]",0
"After the storm passed, we could hear the steady drip of rainwater from the gutters outside.","[('drip', 'LITERAL')]",0
"After it rained, there was a loud drip coming from our leaky gutters outside.","[('drip', 'LITERAL')]",0
I always make sure to wear a sun protection cap when spending long hours outside.,"[('cap', 'LITERAL')]",0
I think I'm at a point where my grades are somewhere around the mid range overall.,"[('mid', 'LITERAL')]",0
"I have a test tomorrow, so I'm planning to study in the mid-afternoon.","[('mid-afternoon', 'LITERAL')]",0
We need to make reservations soon if we want good seats for their concert in early-mid November!,"[('early-mid', 'LITERAL')]",0
I always feel most relaxed when I take walks through nature trails that lead me deep into forested areas where everything is quiet and calm-all cradled within nature’s gentle arms are where you can find me usually lingering towards picture-perfect scenes near its literal middle-the 'mid.',"[('middle-the', 'LITERAL')]",0
We should all wear matching team caps for our next competition—it'll boost morale!,"[('caps', 'LITERAL')]",0
"In dance class, we're working on a routine that transitions from slow and fluid movements into high-energy jumps and spins right in the middle part - it's challenging but fun!","[('middle', 'LITERAL')]",0
"I accidentally spilled my drink, and now it's making a mess with all the drips on the table.","[('drips', 'LITERAL')]",0
"As we walked through the forest, we could hear the rhythmic drip of water from a nearby stream.","[('drip', 'LITERAL')]",0
"The thunderstorm rolled through town, lightning flashing so bright it felt like it shook my very bones with its brightness!","[('shook', 'LITERAL')]",0
I have an extra ticket to the concert next weekend if anyone wants to come along with me.,"[('extra', 'LITERAL')]",0
My dad always goes above and beyond whenever we do DIY projects at home; he's definitely an extra handyman for sure.,"[('extra', 'LITERAL')]",0
"Walking through the forest after a rainfall, you can hear the drips from leaves as they release water accumulated during the storm.","[('drips', 'LITERAL')]",0
"Every time it rains heavily, there's always a big drip at the corner of my bedroom ceiling.","[('drip', 'LITERAL')]",0
We were so scared when we heard a loud boom and the windows in our house shook.,"[('shook', 'LITERAL')]",0
"Check out this cute cap I found at the thrift store, it has little flowers embroidered on it.","[('cap', 'LITERAL')]",0
I remember last spring when we went camping and got caught in that sudden mid-storm - talk about an adventure!,"[('mid-storm', 'LITERAL')]",0
"I can't believe how strong those winds were yesterday, they shook the entire house!","[('shook', 'LITERAL')]",0
"My grandma always adds a pinch of salt to her famous, salty soup recipe.","[('salty', 'LITERAL')]",0
It's so sunny outside; I need to grab my cap before we head out.,"[('cap', 'LITERAL')]",0
The tree branches rattled and leaves fell when the windstorm shook through our neighborhood last week.,"[('shook', 'LITERAL')]",0
Dad always teases me about needing a thinking cap whenever we study together for exams .,"[('cap', 'LITERAL')]",0
"As part of our history project, we learned about how important casks and shooks were for transporting goods in ancient times.","[('shooks', 'LITERAL')]",0
I accidentally left the stove on and almost lit the kitchen on fire.,"[('lit', 'LITERAL')]",0
The ocean air always leaves my skin feeling so salty and refreshed.,"[('salty', 'LITERAL')]",0
I feel like I'm in the mid-phase of figuring out what I want to major in college.,"[('mid-phase', 'LITERAL')]",0
"I need to find a new cap for when I go running, the sun is too strong lately.","[('cap', 'LITERAL')]",0
"I can't wait for the mid-semester break next month, it will be so refreshing to have some time off from classes.","[('mid-semester', 'LITERAL')]",0
"I love eating salty snacks while watching movies, like popcorn or chips.","[('salty', 'LITERAL')]",0
"I accidentally knocked over a lamp, and it fell, but thankfully nothing caught on fire; only the bulb lit up for a moment.","[('lit', 'LITERAL')]",0
"I splurged on the deluxe meal plan this semester, I needed a little extra convenience.","[('extra', 'LITERAL')]",0
My grandma's homemade pretzels are always so perfectly crispy and salty.,"[('salty', 'LITERAL')]",0
"I accidentally knocked over a barrel in the basement today, and now everything down there is covered in whatever was stored inside—talk about shook!","[('shook', 'LITERAL')]",0
I can't believe how extra our history teacher is with all those unexpected pop quizzes.,"[('extra', 'LITERAL')]",0
"When I sweat during a workout, I can taste the salty residue on my lips.","[('salty', 'LITERAL')]",0
"I accidentally spilled a bunch of salty chips in my backpack, now everything smells like salt.","[('salty', 'LITERAL')]",0
Let's plan to go shopping sometime in the midday on Saturday when stores aren't too crowded.,"[('midday', 'LITERAL')]",0
"When in doubt about what to wear, just throw on a comfy t-shirt and your favorite cap.","[('cap', 'LITERAL')]",0
The lanterns we lit around the backyard created a magical ambiance for our summer BBQ.,"[('lit', 'LITERAL')]",0
I really hope we get some extra credit in English class because I need to boost my grade.,"[('extra', 'LITERAL')]",0
"This morning, I accidentally lit my sleeve on fire while using the stove.","[('lit', 'LITERAL')]",0
"During our camping trip, we lit a bonfire and told ghost stories until late into the night.","[('lit', 'LITERAL')]",0
The mechanic picked up a hammer and carefully shook it before starting work on the car engine.,"[('shook', 'LITERAL')]",0
"During the power outage, we lit some candles and played card games to pass the time.","[('lit', 'LITERAL')]",0
My dad has a collection of vintage caps from his high school days.,"[('caps', 'LITERAL')]",0
Can we get extra fries with that?,"[('extra', 'LITERAL')]",0
The teacher assigned us way too much homework last night; it felt like an extra load on top of everything else.,"[('extra', 'LITERAL')]",0
The fireworks display on New Year's Eve were brilliantly lit up against the dark sky.,"[('lit', 'LITERAL')]",0
I used a little too much soy sauce in my stir-fry and now it's really salty.,"[('salty', 'LITERAL')]",0
"It's crazy how many different styles of caps there are out there - snapbacks, beanies, trucker hats... 9. Sometimes the best part about going camping is getting to rock an old-school camper hat around the fire.","[('caps', 'LITERAL')]",0
The cooper's skill was evident in how perfectly the headings fit on the barrel that shook so gracefully when rolled.,"[('shook', 'LITERAL')]",0
"Right before Halloween, I carved pumpkins with friends at a pumpkin patch and then lit them with tea lights inside to make them glow at night.","[('lit', 'LITERAL')]",0
We set up a projector in our backyard and lit up a movie screen for an outdoor movie night with friends.,"[('lit', 'LITERAL')]",0
We went camping last summer and gathered wood to make a fire using staves from broken branches and shooks from fallen trees.,"[('shooks', 'LITERAL')]",0
Are you in the mood for something sweet or salty for dessert tonight?,"[('salty', 'LITERAL')]",0
I like to add extra salt to my scrambled eggs to make them more flavorful and salty.,"[('salty', 'LITERAL')]",0
"I accidentally lit the wrong end of my sparkler, but it still looked cool with all the sparks flying around.","[('lit', 'LITERAL')]",0
"Last night, I lit some scented candles and had the coziest movie night ever.","[('lit', 'LITERAL')]",0
"Whenever I water my plants, sometimes there are leftover droplets that continue to slowly drip down their leaves for a while.","[('drip', 'LITERAL')]",0
"My parents are being so annoying about curfew lately, they're being totally extra about it.","[('extra', 'LITERAL')]",0
I love listening to music while studying; it helps me focus during those long mid-night study sessions.,"[('mid-night', 'LITERAL')]",0
"The storyline was so gripping, I couldn't stop reading and finished the book by staying up late until midnight!","[('midnight', 'LITERAL')]",0
I had to dodge a few drips from the leaky ceiling during math class today.,"[('drips', 'LITERAL')]",0
"The air conditioner is making a strange noise, almost like a constant drip coming from somewhere inside it.","[('drip', 'LITERAL')]",0
"I left my umbrella outside in the rain, and now there's a constant drip coming from the ceiling.","[('drip', 'LITERAL')]",0
Let's meet in the mid-afternoon tomorrow to work on our group project.,"[('mid-afternoon', 'LITERAL')]",0
"I can't believe how heavy that barrel was to carry, I'm still shook from it.","[('shook', 'LITERAL')]",0
Can you believe the teacher gave us extra homework over the weekend?,"[('extra', 'LITERAL')]",0
"I'm thinking of grabbing lunch around midday, maybe meet at that new burger place?","[('midday', 'LITERAL')]",0
Do you ever find yourself reaching for something salty when you're stressed out?,"[('salty', 'LITERAL')]",0
"She always looks so extra, but in a good way!","[('extra', 'LITERAL')]",0
We should plan a movie night soon and watch that new film that just hit theaters; maybe around mid-week when we have less homework.,"[('mid-week', 'LITERAL')]",0
My grandma's secret recipe for roasted pumpkin seeds is slightly spicy and perfectly salty.,"[('salty', 'LITERAL')]",0
The sound of raindrops dripping against my window always helps me fall asleep faster.,"[('dripping', 'LITERAL')]",0
"My coach wants us to do some extra conditioning drills after practice today, but it'll be worth it.","[('extra', 'LITERAL')]",0
I love listening to the soothing sound of raindrops dripping against my window at night.,"[('dripping', 'LITERAL')]",0
"The dance floor at the party was so crowded, but once they turned on the lights, it really started to get lit!","[('lit', 'LITERAL')]",0
My sister accidentally lit one of her hair strands on fire while using a curling iron.,"[('lit', 'LITERAL')]",0
The concert ended with an amazing fireworks display that completely lit up the night sky.,"[('lit', 'LITERAL')]",0
I'm feeling a bit lost in the mid of this semester; it's like I don't know where the time has gone.,"[('mid', 'LITERAL')]",0
"I can't believe the teacher gave us extra homework over the weekend, like we don't have enough already!","[('extra', 'LITERAL')]",0
"My grandma makes the most delicious roasted nuts by mixing in different types of seasoned, salty seeds.","[('salty', 'LITERAL')]",0
"The movie theater charges so much for extra butter on your popcorn, it's ridiculous.","[('extra', 'LITERAL')]",0
"The cafeteria served an extra portion of fries with my burger today, and I am not complaining!","[('extra', 'LITERAL')]",0
"It's so sunny outside, don't forget to put on your baseball cap before we head out for lunch.","[('cap', 'LITERAL')]",0
Do you think I should wear a cap to cover up my messy hair today?,"[('cap', 'LITERAL')]",0
"After a long workout, nothing tastes better to me than an ice-cold sports drink to replenish my electrolytes - even if it is a bit on the salty side.","[('salty', 'LITERAL')]",0
"As soon as they opened up that barrel of apples, you could smell how ripe they were - it literally shook with fragrance.","[('shook', 'LITERAL')]",0
The movie theater popcorn is always too salty for my taste.,"[('salty', 'LITERAL')]",0
The storm was intense last night; the whole house shook with each thunderclap.,"[('shook', 'LITERAL')]",0
Don't forget your swim cap for practice tomorrow – Coach will make us do extra laps if we show up without one.,"[('cap', 'LITERAL')]",0
The fries at that new burger joint are way too salty for me.,"[('salty', 'LITERAL')]",0
"I accidentally spilled a bunch of salt into my soup, making it way too salty to eat.","[('salty', 'LITERAL')]",0
"I love sitting by the window during a storm, listening to the soothing drip of raindrops against the glass.","[('drip', 'LITERAL')]",0
I love going on road trips and finding cool spots to stop at somewhere mid-route.,"[('mid-route', 'LITERAL')]",0
Be careful when you pour out those drinks; make sure none of them spill or cause any sticky drips on the table!,"[('drips', 'LITERAL')]",0
They're always extra salty and crunchy.,"[('salty', 'LITERAL')]",0
I helped my dad unload a truck full of shooks for his latest wine-making project.,"[('shooks', 'LITERAL')]",0
The fireworks display for New Year's Eve lit up the entire sky.,"[('lit', 'LITERAL')]",0
I can't wait for the mid-term break next week!,"[('mid-term', 'LITERAL')]",0
I love snacking on some salty popcorn while watching movies with my friends.,"[('salty', 'LITERAL')]",0
Finding activities to do during that awkward time when exams are over but summer break hasn't started yet can be tricky because it falls right in the mid of spring semester.,"[('mid', 'LITERAL')]",0
"My favorite cap is starting to fade, I think it's time for a new one soon.","[('cap', 'LITERAL')]",0
We spent hours carefully handling each stave to ensure the barrel shook smoothly when we assembled it.,"[('shook', 'LITERAL')]",0
"Sunscreen is crucial before heading outside, along with a wide-brimmed sun protection cap!","[('cap', 'LITERAL')]",0
I can't decide between sweet or salty popcorn at the movie theater.,"[('salty', 'LITERAL')]",0
"During the concert, the bass was so booming that it shook my chest.","[('shook', 'LITERAL')]",0
The leaky faucet in our kitchen sink continues to drip no matter how many times we tighten it.,"[('drip', 'LITERAL')]",0
The sound of the steady drip of water from the faucet is oddly soothing when I'm trying to fall asleep.,"[('drip', 'LITERAL')]",0
This book series really picks up in the middle volumes; that's when all the action and twists start to happen!,"[('middle', 'LITERAL')]",0
"After months of renovations, we finally lit up our backyard string lights for a summer barbecue.","[('lit', 'LITERAL')]",0
I accidentally lit the wrong end of the sparkler at the bonfire.,"[('lit', 'LITERAL')]",0
"Are you planning any extra activities for spring break, like hiking or camping?","[('extra', 'LITERAL')]",0
Do you ever find that chips taste better when they're extra crunchy and slightly salty?,"[('salty', 'LITERAL')]",0
I love it when my favorite cafe is lit with fairy lights in the evenings.,"[('lit', 'LITERAL')]",0
"During camping last summer, my friends and I managed to construct a sturdy shelter using only branches and plastic sheets as roofs - certainly glanced on 'shook' knowledge then!","[('shook', 'LITERAL')]",0
We lit a campfire during our summer camping trip and it was amazing.,"[('lit', 'LITERAL')]",0
I love wearing my baseball cap backwards.,"[('cap', 'LITERAL')]",0
"During rehearsals for our school play, we had to work on perfecting a dance routine right in the midst of all our lines.","[('midst', 'LITERAL')]",0
I love listening to the steady drip of the coffee maker in the morning—it's so calming.,"[('drip', 'LITERAL')]",0
"After the storm, I could hear the steady drip of water from the gutters outside.","[('drip', 'LITERAL')]",0
The popcorn at the movie theater is always so buttery and salty - it's addicting!,"[('salty', 'LITERAL')]",0
Why does Jake always have to be so extra with his excuses for not finishing his homework?,"[('extra', 'LITERAL')]",0
My birthday is right in -mid-summer and I'm thinking of having a beach party this year!,"[('mid-summer', 'LITERAL')]",0
The candle wax started to melt and form drips down the side of its container as we sat around chatting during a power outage at home.,"[('drips', 'LITERAL')]",0
I need to grab my graduation cap and gown soon; can't believe we're almost there!,"[('cap', 'LITERAL')]",0
My mom made the best salty homemade soup last night.,"[('salty', 'LITERAL')]",0
"My brother accidentally spilled salt into his drink at dinner last night, making it way too salty to even drink!","[('salty', 'LITERAL')]",0
"This weekend party is going to be so much fun; everyone's invited, and it's going to be so lit!","[('lit', 'LITERAL')]",0
I need to find a stylish cap to wear to the beach this summer.,"[('cap', 'LITERAL')]",0
"As I was painting my room, I accidentally knocked over a can of paint which caused a big blue drip down the wall.","[('drip', 'LITERAL')]",0
Monica always has a stylish newsboy cap on during fall - she rocks it!,"[('cap', 'LITERAL')]",0
Tyler always orders his burritos with extra guacamole; he can't get enough of it!,"[('extra', 'LITERAL')]",0
Have you tried that new restaurant that just opened up in the mid of town?,"[('mid', 'LITERAL')]",0
"I always order extra cheese on my pizza, it just makes it taste so much better.","[('extra', 'LITERAL')]",0
My favorite cap has all these cool patches on it from different places I've traveled to.,"[('cap', 'LITERAL')]",0
I can't wait for the mid-semester break to catch up on some much-needed rest.,"[('mid-semester', 'LITERAL')]",0
I just got this new baseball cap with my favorite team's logo on it.,"[('cap', 'LITERAL')]",0
I can't stand when people leave passive-aggressive notes in the group chat; it just makes everything feel so unnecessarily salty.,"[('salty', 'LITERAL')]",0
Remember when we lit sparklers at the beach on Fourth of July?,"[('lit', 'LITERAL')]",0
I asked for some tips on how to make my presentation stand out and my friend suggested adding some funny jokes in there as an 'extra' touch.,"[('extra', 'LITERAL')]",0
She accidentally lit her hair on fire while trying to light a birthday candle at the party.,"[('lit', 'LITERAL')]",0
"She always looks so extra, but I love it.","[('extra', 'LITERAL')]",0
"Last night, we lit up some candles for a cozy movie night at home.","[('lit', 'LITERAL')]",0
The theater performance was amazing; they even lit up the stage with special effects during the climax of the play.,"[('lit', 'LITERAL')]",0
"I ordered an extra large pizza for the sleepover tonight, I hope it's enough for everyone.","[('extra', 'LITERAL')]",0
I always order my fries extra salty when I go to fast food restaurants.,"[('salty', 'LITERAL')]",0
"During my mid-week workout routine, I focus on strength training and cardio.","[('mid-week', 'LITERAL')]",0
The fries at that fast food place are always too salty for my taste.,"[('salty', 'LITERAL')]",0
The weather has been so unpredictable lately with temperatures feeling really mild during this mid-season time.,"[('mid-season', 'LITERAL')]",0
"Last weekend, we lit a campfire and roasted marshmallows by the lake.","[('lit', 'LITERAL')]",0
"A little bit of salt makes chocolate chip cookies even better, but too much can make them too salty.","[('salty', 'LITERAL')]",0
"We rolled the old wine barrel down the hill behind my house, and man, that thing really shook with every bump!","[('shook', 'LITERAL')]",0
My mom got mad at me for leaving the stove on after I lit it to make dinner.,"[('lit', 'LITERAL')]",0
How about we study together in the library during our mid-day break?,"[('mid-day', 'LITERAL')]",0
"I accidentally put too much salt in my pasta sauce, and now it's almost inedibly salty.","[('salty', 'LITERAL')]",0
"The coffee machine wasn't dripping properly this morning, so it took forever for me to get my caffeine fix before class.","[('dripping', 'LITERAL')]",0
"The ice cream cone was melting quickly, with chocolate dripping down my hand as I tried to eat it.","[('dripping', 'LITERAL')]",0
My mom always adds a pinch of salt to make her famous salty chocolate chip cookies.,"[('salty', 'LITERAL')]",0
"Yesterday, I lit a candle in my room to create a cozy atmosphere while studying.","[('lit', 'LITERAL')]",0
I love wearing a knit cap in the fall when it starts to get chilly.,"[('cap', 'LITERAL')]",0
"After the football game, we all went out for shakes at the diner and shook those cups like crazy to mix up all the flavors.","[('shook', 'LITERAL')]",0
Did you see that drip of sauce on my shirt from lunch earlier?,"[('drip', 'LITERAL')]",0
"I helped my uncle move some barrels of wine into his cellar, and one of them accidentally shook open during transport.","[('shook', 'LITERAL')]",0
My grandma's famous chocolate chip cookies have just the right balance of sweet and salty flavors.,"[('salty', 'LITERAL')]",0
Do lace-front wigs count as part-cap styles? They might even protect our edges better than traditional satin-lined bonnets when sleeping,"[('part-cap', 'LITERAL')]",0
"The roof is not draining properly, so I can see the water drip down the side of the house during heavy rain.","[('drip', 'LITERAL')]",0
My friend's birthday party was lit; they had a DJ and awesome decorations.,"[('lit', 'LITERAL')]",0
They were way too salty for my taste.,"[('salty', 'LITERAL')]",0
Can you pass me that sun cap?,"[('cap', 'LITERAL')]",0
"Ugh, why does our history teacher always assign so much extra homework on top of our regular assignments?","[('extra', 'LITERAL')]",0
"The wind was so strong last night, it shook all the windows in my house.","[('shook', 'LITERAL')]",0
"As the roller coaster sped down its steep drop, I was completely shook by the adrenaline rush.","[('shook', 'LITERAL')]",0
Have you seen those cute matching caps that best friends wear as a symbol of their friendship?,"[('caps', 'LITERAL')]",0
Keeping your water bottle fresh can be easy by swapping out its plasticcap often,"[('plasticcap', 'LITERAL')]",0
We accidentally lit up too many candles for Halloween and set off the smoke detectors!,"[('lit', 'LITERAL')]",0
I love how twinkly fairy lights look once you've properly hung them up and lit them all around your room.,"[('lit', 'LITERAL')]",0
"Last night, I lit up some candles in my room to create a cozy atmosphere while studying for my exam.","[('lit', 'LITERAL')]",0
"I brought some extra snacks for us to share during our study session tonight, we're going to need the energy boost.","[('extra', 'LITERAL')]",0
We rolled out the large barrel and carefully secured each shook before filling it with apples.,"[('shook', 'LITERAL')]",0
"My mom lit some vanilla-scented candles in the house, and it smelled so good.","[('lit', 'LITERAL')]",0
"We should meet up in the park, it's a nice spot that's right in the mid of both our houses.","[('mid', 'LITERAL')]",0
Your graduation photos turned out amazing with you tossing your gradation crap in the air! Such an iconic moment captured forever.,"[('captured', 'LITERAL')]",0
"When I swim in the ocean, I love how my skin feels after it dries from the salty water!","[('salty', 'LITERAL')]",0
"When we went camping last summer, we made a bonfire using dried shooks as firewood; they burned slowly but gave off great heat and aroma throughout the night.","[('shooks', 'LITERAL')]",0
The weather forecast predicts that we're right in the middle of winter storms hitting our town this week.,"[('middle', 'LITERAL')]",0
"I forgot to bring my cap to practice today, and now I have a sunburned scalp.","[('cap', 'LITERAL')]",0
"I helped my dad unload a bunch of barrels from his truck yesterday, they were all freshly shook.","[('shook', 'LITERAL')]",0
"By midday, I usually start craving a snack or something to munch on while working on homework.","[('midday', 'LITERAL')]",0
I love adding extra hot sauce to my tacos for that spicy kick.,"[('extra', 'LITERAL')]",0
Let's all wear matching caps for our class trip next week.,"[('caps', 'LITERAL')]",0
It has a strap with a cap on it for easy carrying.,"[('cap', 'LITERAL')]",0
My favorite team's logo is embroidered on the front of my favorite cap.,"[('cap', 'LITERAL')]",0
Dad said he shook out all the old hay from the barn before stacking new bales.,"[('shook', 'LITERAL')]",0
I always add a pinch of extra salt to my food because I love that salty flavor.,"[('salty', 'LITERAL')]",0
