term	sentence	label
finna	My parents are finna kill me if they find out I forgot to feed the dog again.	1
finna	"After graduation, I'm finna travel abroad and see different parts of the world before college starts."	1
finna	"I'm finna grab some food at that new spot downtown, wanna join?"	1
finna	"Hey, I'm finna grab some food after class, you coming?"	1
finna	"We should definitely all meet up at the park later, I'm finna bring some snacks."	1
finna	"I'm finna try out for the basketball team this year, I've been practicing all summer."	1
finna	"I'm finna grab some food after school, anyone wanna join?"	1
finna	I'm finna text my crush and see if they wanna hang out this weekend.	1
finna	Who's finna go grab some pizza after school today?	1
finna	"Let’s go grab some food after school, I’m finna starve!"	1
finna	"I heard there's a party this weekend, we finna turn up!"	1
finna	"We should all get together and have a picnic at the park, I'm finna make some bomb sandwiches."	1
finna	Are you finna go to the football game on Friday night?	1
finna	I'm finna text my crush and see if they wanna hang out this Friday night.	1
finna	Who's finna go to the concert next weekend?	1
finna	I'll be finna chill at home tonight and catch up on some sleep.	1
finna	"Let's hurry up and finish this homework, I'm finna play video games soon."	1
finna	"She needs to stop playing and get her act together, we're all finna leave without her!"	1
finna	"After graduation, I'm not quite sure what I’m gonna do yet but I’m definitely finna travel and see the world before settling down for college or work!"	1
finna	I was finna go with some friends.	1
finna	"I'm finna ace this test tomorrow, no doubt about it."	1
finna	We're all finna meet up at Sarah's house before going to the party.	1
finna	We're all finna binge-watch that new show on Netflix tonight.	1
finna	I'm definitely finna try it out soon.	1
finna	Are you guys finna hit up the beach this summer?	1
finna	"She’s finna throw a party next Saturday, we should totally go and have a blast."	1
finna	"I'm finna binge-watch that new series on Netflix this weekend, it looks so good."	1
finna	"She's been talking about her crush non-stop, she's definitely finna ask him out soon."	1
finna	Are you finna apply to any colleges yet?	1
finna	"Stop playing around, we're finna be late for practice!"	1
finna	"Let's meet up at the park tomorrow afternoon, I'm finna practice some soccer drills."	1
finna	"Hey y'all, I'm finna head to the library to finish up this research paper."	1
finna	We finna watch that new movie tonight.	1
finna	Are you finna study for the chemistry test together later?	1
finna	"We're all finna watch that new movie on Netflix tonight, you should join us."	1
finna	"We're finna grab some pizza after class, you in?"	1
finna	"Summer break is almost here, we should plan a road trip together - I'm definitely finna go on an adventure!"	1
finna	"Hey y'all, I'm finna head to the mall after school, anyone wanna come with?"	1
finna	"I'm finna ace this exam tomorrow, been studying all week."	1
finna	My mom said she's finna cook spaghetti for dinner tonight.	1
finna	"We're finna have a study session at my place before the exam next week, you should definitely join us."	1
finna	"I heard there’s a party at Jake’s house this Saturday, you finna go with us?"	1
finna	I'm really nervous but also excited to see who's all finna run for student council this year.	1
finna	"We're finna watch that new movie that just came out this weekend, who's in?"	1
finna	"We should totally finna catch the new Spider-Man movie this weekend, I heard it's amazing."	1
finna	Are you guys finna study together for the history test tomorrow?	1
finna	Are you finna study for that big test tomorrow or are you just gonna wing it?	1
finna	"I heard there's a new coffee shop opening up downtown, I'm finna check it out this Saturday."	1
finna	Are you guys finna go to that party on Friday night?	1
finna	I'm totally finna!	1
finna	"Hey, I'm finna grab some food after this class, y'all wanna join?"	1
finna	"Hey, I'm finna hit up the mall later, wanna come?"	1
finna	Are y'all finna go to the party on Friday?	1
finna	She's finna break up with her boyfriend because he's been acting shady.	1
finna	Finna charge it so we can keep texting.	1
finna	"I'm finna hit the gym later today, gotta get those gains before summer hits."	1
finna	Let me know if you're finna join us for basketball practice after school.	1
finna	"I'm finna ace this test, no doubt about it!"	1
finna	I'm finna binge-watch that new show everyone's talking about this weekend.	1
finna	Are you guys finna come over and help me with my history project?	1
finna	The weather is finally getting warmer and I'm finna spend more time outdoors hiking and exploring new places with friends.	1
finna	"You guys are always last-minute with plans, why can't we decide what we're all finna do tonight sooner?"	1
finna	Are you finna study for that test tomorrow or wing it?	1
finna	"We're all finna go to Sarah's party on Friday night, it's gonna be lit!"	1
finna	Are you finna study for the biology exam or are we just winging it?	1
finna	"My parents are out of town this weekend so I'm finna throw a small party at my place, you guys should come over!"	1
finna	"Yo, we should all be finna plan a road trip for spring break."	1
finna	I'm finna binge-watch that new Netflix series all weekend long.	1
finna	"We’re all finna head to the beach tomorrow, you should totally join us!"	1
finna	"Hey y'all, I'm finna head to the mall and pick up some new sneakers."	1
finna	"She said she's finna throw a party this weekend, it's gonna be lit."	1
finna	"Hey y'all, I'm finna head to the mall to pick up some new threads."	1
finna	"I'm finna grab some food before we go to the party, I'm starving."	1
finna	"I'm finna hit the gym after class, gotta work on my gains."	1
finna	"We're all finna meet up at the park after school, you should come too!"	1
finna	I'm finna study all night for this chemistry exam tomorrow.	1
finna	"I’m finna grab some coffee before class, anyone else want anything?"	1
finna	"Instead of going out tonight, I think I'm just finna order some pizza and relax at home."	1
finna	Are you finna study for that test tomorrow or are you just gonna wing it?	1
finna	My parents are finna kill me if they find out I dented the car.	1
finna	Is anyone else finna sign up for that volunteer event next week?	1
finna	Just need to finish my homework real quick and then I'm finna binge-watch Netflix all night.	1
finna	Are you finna go to the party on Friday?	1
finna	"I'm finna crush my audition for the school play next week, wish me luck!"	1
finna	"This group project is taking forever, but we're all finna get through it together anyway."	1
finna	My mom said she's finna cook up a feast for dinner tonight.	1
finna	My parents are finna kill me if they find out I failed math again.	1
finna	Finna grab some pizza and binge-watch Netflix tonight.	1
finna	"She's been talking about it forever, she's definitely finna ask him soon."	1
finna	"Dance practice is starting soon, who's finna carpool with me?"	1
finna	"We're finna meet up at the park after school, you coming?"	1
finna	"Hey, I'm finna head to the mall later, you wanna come with?"	1
finna	"I'm finna skip class tomorrow and sleep in, I can't deal with that early morning lecture."	1
finna	I'm finna hit the gym after work to get in some exercise.	1
finna	I'm just finna grab a quick snack before we go out.	1
finna	They're finally dating 'cause he was really finna ask her out.	1
finna	Finna listen to it on repeat all day.	1
finna	Are we finna hang out at the park tomorrow afternoon?	1
finna	Are you finna come over to my place later to study for the test?	1
finna	"Hey y'all, I'm finna head to the football game later, you coming?"	1
finna	"Finna get some pizza for lunch today, anyone want to chip in?"	1
finna	"I'm finna ask my crush out on a date next week, wish me luck!"	1
finna	"We're all finna pitch in for Jane's birthday gift, she deserves something nice."	1
finna	I'm still deciding if I'm gonna be finna audition for the school play or not.	1
finna	"I’m finna binge-watch that new show on Netflix this weekend, it looks so good."	1
finna	I'm really tired today but still finna study for finals; gotta get that GPA up!	1
finna	"After class, I'm finna grab some food at that new taco truck down the street."	1
finna	I'm finna start studying for finals soon; it's gonna be a long few weeks.	1
finna	Finna travel to Cali with my family - gonna be epic!	1
finna	"Hey, I'm finna head to the store real quick, you need anything?"	1
finna	"Hey, do you know if Jake is actually finna ask Emily to prom?"	1
finna	Are you finna attend the concert this weekend? It's supposed to be amazing.	1
finna	"We're all finna go camping next weekend, it's gonna be so fun!"	1
finna	Are you finna watch the new Marvel movie that's coming out next week?	1
finna	"My mom said she's finna cook some homemade lasagna for dinner tonight, can't wait!"	1
finna	"Finna ace this math quiz today, no doubt about it!"	1
finna	"My parents said we're finna go on a road trip this summer, I can't wait!"	1
finna	"Listen up guys, we're finna ace this group project if we plan everything out correctly."	1
finna	Are we finna go to that new taco place after school?	1
finna	We should all be finna start planning our spring break trip soon.	1
finna	"We're finna party at Sarah's house this weekend, it's gonna be lit!"	1
finna	"Let me know if you're finna study together for the upcoming history quiz, we can help each other out."	1
finna	I'm finna binge-watch that new show on Netflix this weekend.	1
finna	"I'm finna head to the mall after school, anyone wanna come?"	1
finna	"Some of us are finna camp out in the backyard next weekend, it’ll be so fun."	1
finna	"Hey y’all, I’m finna head to the mall after school, anyone wanna come?"	1
finna	I'm finna grab some coffee before heading to the meeting.	1
finna	"I'm just finna chill at home and binge-watch Netflix tonight, anyone wanna join?"	1
finna	"I'm still finna write mine! 10.We're all just chillin' at the park today, so if you're bored come through!"	1
finna	"I'm finna ask my crush to prom, wish me luck!"	1
finna	Are you finna study for the math test tomorrow?	1
finna	"I'm finna binge-watch that new show on Netflix tonight, anyone wanna join?"	1
finna	Can't wait for summer break - I'm finna travel and explore new places!	1
finna	I’m finna binge-watch that new show on Netflix this weekend.	1
finna	"My parents are out of town next weekend, so we should all plan something fun to do – who’s finna come over?"	1
finna	Is anyone else finna try out for the school play?	1
finna	Anyone else finna work out at the gym with me tomorrow morning?	1
finna	"We're finna crush this group project, let's get that A+."	1
finna	My parents are out of town this weekend so we can throw a party if y'all are finna come over.	1
finna	"Sorry, can't hang out today - I'm finna catch up on homework and projects."	1
finna	"Hey, I'm finna hit up that new burger joint after school, anyone wanna come?"	1
finna	"Hey, I'm finna head out to grab some food after school, you down to join?"	1
finna	"Hey, I'm finna head to the mall with Sarah later, wanna come?"	1
finna	"I'm finna hit the gym later, gotta stay in shape for basketball season."	1
finna	"I'm finna start looking at colleges soon, no idea where I wanna go yet though."	1
finna	Are you finna join the school basketball team this year?	1
finna	Can't wait until summer break - we're all finna go on a road trip together!	1
finna	She said she's finna finish her homework and join us later.	1
finna	"After graduation, I'm finna take a gap year and travel around Europe before starting college."	1
finna	"This party next weekend is gonna be lit, we're all finna go and have a blast."	1
finna	We're all finna graduate soon; it feels surreal how fast time flies!	1
finna	Is anyone else finna hit the gym after school today?	1
finna	"We're finna grab some pizza after school, want in?"	1
finna	Are you finna study for the math test next week?	1
finna	"I'm so excited for summer break, I'm already finna plan a road trip with my friends."	1
finna	"We're finna hit the mall on Saturday, wanna come with?"	1
finna	"Man, it's getting late and I'm tired - definitely not finna pull an all-nighter again tonight."	1
finna	She’s finna apply for that internship at the tech company downtown.	1
finna	"Hey, I'm finna grab some food before class, you wanna come?"	1
finna	Are you finna binge-watch that new Netflix series with me later?	1
finna	Jake said he's finna ask Emily to prom next week!	1
finna	"My mom said she's making lasagna for dinner, so we're all definitely finna eat good tonight!"	1
finna	"Let's all meet up at the park tomorrow afternoon, I'm super finna see everyone."	1
finna	"Hey y'all, I'm finna hit up the mall this weekend, anyone down to come with me?"	1
finna	"Finna start working on my college applications soon, gotta get ahead of the game."	1
finna	"We're all finna chill at Sarah's place tonight, bring snacks!"	1
finna	"I'm finna ace this test tomorrow, no doubt about it."	1
finna	"My mom said she’s finna make her famous lasagna for dinner tonight, I can’t wait!"	1
finna	Finna have a good time.	1
finna	Are you finna study for that history test tomorrow?	1
finna	"She said she's finna break up with him, drama alert!"	1
finna	"Let's meet up at the usual spot after school, I'm definitely finna need to vent today."	1
finna	"Summer break is coming up, what are y'all finna do for fun?"	1
finna	"She said she was finna break up with her boyfriend, but then they made up the next day."	1
finna	"Hey, I’m finna hit the gym later today to get a quick workout in."	1
finna	I'm finna study all night for this big test tomorrow.	1
finna	"Hey, I'm finna head to the mall later, wanna come with?"	1
finna	Thinking about joining that new dance class - I'm definitely finna sign up!	1
finna	"My mom said she's finna make her famous lasagna for dinner, can't wait!"	1
finna	"We're all planning on going camping next month, are you guys finna join us?"	1
finna	"We're finna grab some pizza before the party tonight, you down?"	1
finna	She's finna call you back in a few minutes; she's just finishing up a meeting.	1
finna	"We’re all finna go to the beach this summer, it’s gonna be epic."	1
finna	"Can't wait for summer break, we're definitely finna plan a road trip with our friends."	1
finna	"I'm finna ace this test tomorrow, been studying all week."	1
finna	Are you finna watch that new movie that just came out?	1
finna	Can someone remind me why we're all finna stress so much about college applications already?	1
finna	"Hey y'all, I'm finna head to the mall this weekend to do some shopping."	1
finna	Who's finna watch the latest episode of our favorite show tonight?	1
finna	They're finna announce the winners of the competition in a few moments.	1
finna	Are you finna study for that chemistry test tomorrow?	1
finna	Are you finna hit the gym with me later?	1
finna	"We're low-key finna plan a road trip for spring break, it's gonna be epic."	1
finna	My parents are finna kill me if they find out about that party last weekend.	1
finna	We're all finna hit up that new taco place downtown tonight - you should come with us!	1
finna	"I'm finna binge-watch that new Netflix series tonight, it looks so good!"	1
finna	I'm kinda finna do it.	1
finna	"After school, I’m finna go to the gym and get my workout in."	1
finna	My parents are finna kill me if they find out about that party last night.	1
finna	"Thinking about starting a workout routine and really getting fit, I'm finna hit the gym hard next week."	1
finna	"My parents are out of town this weekend so I'm finna throw a small gathering at my place, you guys are invited!"	1
finna	"Can't talk for long, I'm finna meet my crush in like 10 minutes!"	1
finna	"We’re finna hit up that new movie coming out this weekend, it looks so good!"	1
finna	"This weekend, we're all finna binge-watch that new show on Netflix."	1
finna	We should be finnagathering a group for a road trip during spring break!	1
finna	"I'm so tired today, but I'm still finna go to the gym after class."	1
finna	Who's finna join me for some late-night pizza after the party?	1
finna	Are you finna study for that math test or are you just gonna wing it?	1
finna	"We finna wrap up this project by the end of the week, so make sure everything is in order."	1
finna	"My parents are always on my case about chores, but I'm not even finna deal with that right now."	1
finna	"Just got my paycheck, so you know I'm finna go splurge on some new clothes."	1
finna	"Hey, I'm finna head to the mall after school, you down to come?"	1
finna	"I'm finna hit the gym after class, gotta work on my gains."	1
finna	"Finna grab some coffee before class starts, anyone else need a pick-me-up this morning?"	1
finna	Are you finna study for that math test this weekend or what?	1
bussin	"Those shoes you got are so sick, they're definitely bussin."	1
bussin	The weather today is perfect for a picnic in the park – I’ll bring some sandwiches that will be undeniably bussin!	1
bussin	Their lattes are truly bussin.	1
bussin	"That viral TikTok dance challenge looks fun, we should try it out together - it’ll be bussin!"	1
bussin	"The weather this weekend is supposed to be amazing, perfect time for a beach day with some bussin waves."	1
bussin	It was straight up bussin!	1
bussin	It's straight up bussin!	1
bussin	"Friday night's party is going to be lit, I heard there will be a live DJ spinning all night - gonna be super bussin!"	1
bussin	My mom made chocolate chip cookies from scratch yesterday and they were so warm and gooey – truly bussin.	1
bussin	"I finally finished binge-watching that show everyone was talking about and wow, the plot twists were so unexpected - it was definitely bussin."	1
bussin	They're definitely bussing up your outfit game for sure!	1
bussin	The visuals were bussin for sure.	1
bussin	"The chemistry test was actually bussin, I aced it without even studying much."	1
bussin	"I got these new sneakers and they are seriously bussin, like next level fresh kicks."	1
bussin	"OMG, that new restaurant downtown is bussin!"	1
bussin	I found this hidden gem of a thrift store and scored some bussin vintage tees for cheap.	1
bussin	"It's so catchy, it's bussin for sure."	1
bussin	Let's plan a beach day this weekend; the weather forecast is looking bussin for a fun time.	1
bussin	These new sneakers I bought are beyond bussin - they're comfortable and stylish at the same time.	1
bussin	"It's straight up bussin, I can't stop listening to it."	1
bussin	This playlist is absolutely bussin - every song is a hit!	1
bussin	"That TikTok dance trend is still going strong - the choreography is so good, it's definitely bussin."	1
bussin	Let's hit up that taco truck for lunch; their carnitas tacos are hands down the most bussin in town!	1
bussin	"My mom made her famous lasagna for dinner and let me tell you, it was absolutely bussin!"	1
bussin	Let’s plan a movie night this weekend with all our favorite snacks - it’ll be chill and definitely super bussin.	1
bussin	"I finally got my hands on those limited edition sneakers and they are bussin, definitely worth the wait."	1
bussin	"These new skincare products I’ve been using have worked wonders for my skin - my glow is next level now, talk about skincare routine being absolutely bussing!"	1
bussin	"It was bussin, she's always on point with her looks."	1
bussin	"The weather today is actually bussin, perfect for chilling outside with friends."	1
bussin	"It was bussin, I can't wait to go back!"	1
bussin	"The party last weekend was so much fun, the DJ had the music bussin all night long!"	1
bussin	"That party on Friday is going to be bussin, I can't wait."	1
bussin	We should definitely plan another beach day soon - last time the waves were totally bussin for surfing.	1
bussin	"My mom made her famous lasagna for dinner tonight and let me tell you, it's always a guaranteed bussin meal."	1
bussin	We have to go back to that burger place we tried last month - their fries were next level bussin!	1
bussin	"I tried making my grandma's secret sauce recipe and let me tell you, it's bussin!"	1
bussin	It’s bussin - you gotta check it out.	1
bussin	I just got a new pair of sneakers and they are straight fire - definitely some bussin kicks right there.	1
bussin	"I finally got to see my favorite band live in concert, and they were beyond bussin!"	1
bussin	"That TikTok dance trend is so fun, we should totally learn it together - it looks bussin!"	1
bussin	I just tried the new bubble tea spot and their drinks are straight up bussin.	1
bussin	This group chat always has me laughing so hard; our conversations are always straight-up bussin!	1
bussin	"My mom made homemade cookies this weekend and let me tell you, they were bussin."	1
bussin	It’s seriously bussin with all the action scenes.	1
bussin	That movie we watched last weekend was surprisingly really good; the plot twist at the end was totally unexpected and had us all saying bussin!	1
bussin	It's seriously bussin - I couldn't stop watching!	1
bussin	"I tried the new ice cream flavor at the mall, and let me tell you, it was straight-up bussin!"	1
bussin	These new sneakers I copped are straight up fire - they're definitely bussin!	1
bussin	"The party last weekend was so lit, the music was bussin all night long."	1
bussin	The weather looked perfect - bussin vibes all around?	1
bussin	"I just got a new hoodie and it's bussin, I love the color and fit."	1
bussin	I can't get enough of these cheesy fries; they're seriously so bussin.	1
bussin	It's so impressive; her talent is truly bussin.	1
bussin	"My mom made her famous lasagna for dinner last night and let me tell you, it was straight up bussin."	1
bussin	The concert last night was straight-up bussin!	1
bussin	Their lattes are absolutely bussing - you have to go check it out!	1
bussin	The weather today is actually pretty nice - like seriously bussin for a change!	1
bussin	"That party on Friday night was absolutely bussin, the music was on point."	1
bussin	The tacos from that food truck we went to yesterday were beyond delicious - truly classic street food and totally bussin.	1
bussin	I finally tried making banana bread at home and let me tell you - it turned out bussin!	1
bussin	"I tried this new bubble tea flavor today and it was super delicious, like seriously bussin!"	1
bussin	"It was so intense, it was straight up bussin."	1
bussin	"The weather today is perfect for a beach day, let's go catch some waves and have a bussin time."	1
bussin	That party at Jason's house last weekend was so much fun - the music was bussin and everyone was dancing all night long.	1
bussin	Their slices are bussin!	1
bussin	The weather is finally warming up so we should definitely plan a beach day soon - it'll be bussin for sure.	1
bussin	"My grandma's homemade lasagna is hands down the most bussin thing ever, no cap."	1
bussin	"We should definitely go back to that amusement park next weekend, the rides were bussin."	1
bussin	This ice cream shop downtown has unique flavors that are surprisingly bussin - like avocado mint chip!	1
bussin	"That party last weekend was so much fun, the music was bussin and everyone was dancing like crazy."	1
bussin	That TikTok dance trend is so catchy – the choreography is definitely bussin.	1
bussin	"The party last night was so much fun, the vibes were bussin all night long."	1
bussin	"I can't believe how good this ice cream sundae is right now, it's seriously next level bussin!"	1
bussin	"This weather is perfect for a beach day, let’s pack some snacks and make it a truly bussin outing."	1
bussin	Their slices are straight-up bussin.	1
bussin	"I just got a new skincare routine, and my skin is looking bussin lately."	1
bussin	"My mom made her famous lasagna for dinner last night and let me tell you, that dish was absolutely bussin!"	1
bussin	It's so refreshing and totally bussin.	1
bussin	"We should definitely plan a road trip during spring break, imagine all the bussin food we'll get to try along the way!"	1
bussin	The DJ had the music bussin all night long.	1
bussin	"The match yesterday was intense but our team played so well, we were truly bussin out there!"	1
bussin	"That movie we watched last night was surprisingly bussin, I didn't expect it to be that good."	1
bussin	"I just finished reading this book series and let me tell you, that plot twist at the end was absolutely bussin."	1
bussin	It's straight up bussin.	1
bussin	"It's straight up bussin, every song is fire."	1
bussin	We need to hit up that ice cream spot this weekend; their flavors are always bussin.	1
bussin	"I can't get enough of this video game I've been playing, it's seriously too bussin."	1
bussin	"My mom made homemade cookies and let me tell you, they were absolutely bussin."	1
bussin	My grandma's homemade chocolate chip cookies always hit different - they're so dang bussin!	1
bussin	"After finals week, I treated myself to some ice cream from that cute spot in town - their flavors are always bussin."	1
bussin	"I tried making homemade pizza last night, and it was actually bussin."	1
bussin	Netflix just dropped a new series and everyone's saying it's bussin - we need to binge-watch it together this weekend.	1
bussin	Truly bussin.	1
bussin	It was so unexpected but amazing - my heart was racing all night; definitely a moment that was straight up bussin!	1
bussin	"The special effects were next level, it was bussin for sure."	1
bussin	"I can't stop listening to this new song, it's been on repeat all day – it's just too bussin not to play on repeat!"	1
bussin	"I cannot get enough of these chocolate chip cookies from the bakery, they are absolutely bussin."	1
bussin	Their double chocolate fudge flavor is seriously bussin.	1
bussin	Their tacos are bussin!	1
bussin	"My mom made her famous lasagna for dinner last night, and it was seriously next-level bussin."	1
bussin	That movie we watched last weekend was actually surprisingly bussin - I thought it was gonna be boring but it turned out great.	1
bussin	The new taco truck that just opened up is straight up bussin - their carne asada fries are amazing!	1
bussin	Straight up bussin from start to finish.	1
bussin	"That party last weekend was lowkey disappointing, but the playlist was still pretty bussin."	1
bussin	The weather today is perfect for a picnic in the park with some bussin snacks.	1
bussin	"The party last weekend was so bussin, we need to do that again soon."	1
bussin	"It looks so realistic, definitely gonna be bussin when it comes out."	1
bussin	The plot twists are seriously bussin this time around.	1
bussin	"My mom made her famous chocolate chip cookies last night and let me tell you, they were bussin!"	1
bussin	"The new Drake song that dropped last night is straight up bussin, I can’t stop playing it."	1
bussin	"I finally listened to that artist you recommended and their music is bussin, thanks for the suggestion!"	1
bussin	It was bussin - I can't wait to go back!	1
bussin	The rolls are absolutely bussin!	1
bussin	"I just listened to this new song, and let me tell you, it's bussin for sure."	1
bussin	"I can't wait to go shopping this weekend; hopefully, we find some pieces that are really bussing with our style!"	1
bussin	It's intense but definitely bussin if you can handle the heat.	1
bussin	"This playlist I found on Spotify is fire, every song on it is absolutely bussin!"	1
bussin	"I finally got to try sushi for the first time, and it was surprisingly bussin!"	1
bussin	"My mom made her famous lasagna for dinner and let me tell you, it was bussin as usual."	1
bussin	"It's so bussin, I can't stop playing it on repeat."	1
bussin	Their drinks are absolutely bussin.	1
bussin	Their tacos were bussin!	1
bussin	"I just finished binge-watching that new show on Netflix, and let me tell you, it's bussin!"	1
bussin	It's absolutely bussin.	1
bussin	"I tried the new sushi place downtown last night, and let me tell you, it was bussin!"	1
bussin	"It's so fire, it's bussin in the clubs right now."	1
bussin	"I've been binge-watching this new series on Netflix and let me tell you, it's addicting - totally bussin!"	1
bussin	"I just got the new Call of Duty game and the graphics are bussin, I can't stop playing it."	1
bussin	"The concert last night was absolutely incredible, the energy in the crowd was next level - totally bussin experience."	1
bussin	"I just finished binge-watching that new show on Netflix and it was so entertaining, total bussin vibes all throughout."	1
bussin	"It's straight bussin, I can't stop listening to it."	1
bussin	"I just listened to that new album everyone's been talking about, and let me tell you, it's bussin."	1
bussin	"There's this TikTok dance trend going around and I've been practicing all day - when I finally nail it, it's gonna be straight-up bussin!"	1
bussin	"We should hit up that new roller skating rink in town, I heard the music there is always bussin."	1
bussin	"The weather today is absolutely bussin, perfect for a day at the beach with friends."	1
bussin	"Yo, that party last weekend was so bussin!"	1
bussin	Can't wait for summer vacation when we can all hang out at the beach again; those days are always so bussin!	1
bussin	Their tacos are straight bussin!	1
bussin	We should definitely go to that new rooftop restaurant this weekend - I heard their view is bussin.	1
bussin	"The new Taylor Swift album is so fire, every track is straight bussin!"	1
bussin	"My mom made her famous lasagna for dinner tonight, and let me tell you, it was bussin."	1
bussin	"The party last weekend was crazy, the music was bussin all night long."	1
bussin	"Absolutely bussin, bro."	1
bussin	"This party playlist is actually bussin, all these songs are perfect for dancing."	1
bussin	"My mom made her famous lasagna for dinner last night and it was so bussin, I had three helpings."	1
bussin	"The party last night was so lit, the DJ had those tracks bussin all night long."	1
bussin	These summer sunsets at the beach are straight up bussin - nothing beats chilling with friends by the ocean.	1
bussin	Just had some homemade chocolate chip cookies... they were warm and gooey - totally bussin!	1
bussin	"My mom made chicken tikka masala for dinner last night and let me tell you, it was bussin."	1
bussin	"My mom made her famous lasagna for dinner last night and let me tell you, it was straight up bussin."	1
bussin	The vibes at the beach today were so chill and relaxing; it was a truly bussin day with friends.	1
bussin	"I just tried this new ice cream flavor and let me tell you, it was bussin."	1
bussin	We should hit up that ice cream spot downtown later - their flavors are always so bussin!	1
bussin	Their fries are seriously bussin!	1
bussin	Their new collection is beyond bussin.	1
bussin	"The party last weekend was absolutely bussin, I had such a great time dancing with everyone."	1
bussin	The party last night was so much fun - the DJ was playing all the bussin songs!	1
bussin	"I just got my mom's secret cookie recipe, and let me tell you, they were bussin!"	1
bussin	The weather this week has been perfect for hanging out at the beach - nothing beats catching some rays with friends; it's truly bussin.	1
bussin	Their tacos are straight up bussin!	1
bussin	"I just finished binge-watching that show on Netflix, it was so bussin."	1
bussin	That TikTok dance challenge is trending right now; I can't wait to learn it because it looks so bussin.	1
bussin	This outfit is absolutely bussin - I feel like a million bucks wearing it.	1
bussin	"It's seriously bussin, we need to go together sometime."	1
bussin	"My mom made her famous lasagna for dinner tonight, and it was absolutely bussin."	1
bussin	The music was bussin all night long.	1
bussin	It’s straight up bussin - every song is a hit.	1
bussin	"I just finished watching that new series on Netflix, and let me tell you, the plot twists were absolutely bussin."	1
bussin	My grandma’s homemade lasagna recipe never disappoints - it’s always so comforting and bussin!	1
bussin	"My mom made homemade cookies and let me tell you, they were bussin."	1
bussin	"Whoa, check out these sneakers I copped - they're fresh and definitely giving off some major 'bussin' energy!"	1
bussin	"That new Netflix series everyone’s talking about is actually so bussin, I binge-watched the whole season in one day."	1
bussin	"The movie we watched last night was surprisingly bussin, I wasn't expecting it to be that good."	1
bussin	"I just finished watching that new show on Netflix, and let me tell you, it's bussin from start to finish."	1
bussin	"The new Drake album is straight fire, each track is bussin."	1
bussin	"I just finished watching this new show on Netflix and it's seriously bussin, you gotta check it out."	1
bussin	All my friends say that this series on Netflix is super bussin - we need to binge-watch it together.	1
bussin	"I just finished this book series and the ending was so unexpected, totally bussin."	1
bussin	"My mom made her famous lasagna for dinner tonight, and let me just say, it was absolutely bussin!"	1
bussin	That new taco place downtown is bussin - you have to try their street corn!	1
bussin	"My mom made her famous lasagna for dinner tonight, and it was so bussin."	1
bussin	"I just got my mom's secret recipe for chocolate chip cookies and let me tell you, they're bussin."	1
bussin	"I just finished watching the latest Marvel movie and let me tell you, it was bussin from start to finish!"	1
bussin	"My grandma's homemade cookies are always so bussin, no one can make them like she does."	1
bussin	"We need to plan another beach day soon, laying out in the sun with some good music playing would be straight up bussin!"	1
bussin	The lineup looks incredibly bussin this year.	1
bussin	"I just listened to this new song and let me tell you, the beat is absolutely bussin!"	1
bussin	It's bussin for real.	1
bussin	"That movie we watched last weekend was surprisingly bussin, I didn't expect to enjoy it that much."	1
bussin	It looks like it's going to be bussin!	1
bussin	I just got a sneak peek of the school play rehearsals - it's going to be so bussin this year.	1
bussin	"The special effects are so bussin, we should totally go watch it together."	1
bussin	"It was straight up bussin, definitely recommend watching it."	1
bussin	"I just listened to the new song by my favorite artist, and it's straight-up bussin."	1
bussin	Last night’s party was so much fun - the music was bussin all night long.	1
bussin	"The weather this weekend is supposed to be amazing - that means beach day, it's gonna be bussin!"	1
bussin	These new sneakers I got are absolutely bussin - they're comfy and look cool too!	1
bussin	The carnitas were straight bussin!	1
bussin	"That movie we watched last night was surprisingly really bussin, I didn't expect it to be that good."	1
bussin	Their street tacos are seriously bussin.	1
bussin	I just got a new skincare routine and my skin is looking bussin lately.	1
bussin	"My grandma’s homemade lasagna for dinner was absolutely bussin, I wish she could cook for us all the time."	1
bussin	"We should totally go to that new brunch place this weekend, I heard their avocado toast is bussin."	1
bussin	My mom made homemade chocolate chip cookies and they were absolutely bussin.	1
bussin	That party last weekend was too much fun; the vibe was just so bussin all night long.	1
bussin	"I tried making homemade pizza from scratch for the first time and let me tell you, it turned out so bussin, like better than delivery."	1
bussin	The basketball game last night was so intense but also so bussin at the same time!	1
bussin	"The weather today is perfect for a beach day, let’s go catch some waves while it’s still bussin out there!"	1
bussin	"The new pizza place in town is bussin, we have to try it out this weekend!"	1
bussin	My mom made her famous lasagna for dinner last night and it was seriously so bussin.	1
bussin	The DJ was playing all the top hits and the vibe was just bussin all night long.	1
bussin	"Their tacos are bussin, I’m telling you!"	1
bussin	"That party last weekend was so much fun, the music was bussin all night long."	1
bussin	Their pepperoni slices are straight bussin!	1
bussin	"The party last night was bussin; the music, the vibe, everything was perfect."	1
bussin	The chemistry experiment we did in class today turned out way better than expected; our group nailed it - so bussin!	1
bussin	Their spicy miso ramen is absolutely bussin!	1
bussin	Those were definitively bussin – we need to go back soon!	1
bussin	It's gonna be hella bussin with us all there.	1
bussin	"The weather today is perfect for a beach day - sunny with a cool breeze, totally bussin vibes."	1
bussin	"I made some homemade cookies yesterday and they turned out to be bussin, everyone loved them!"	1
bussin	"I just finished my workout, and let me tell you, that protein shake was bussin."	1
